indx,pl_name,hostname,sys_name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,st_spectype,st_rad,st_mass,sy_dist,disc_facility
986,K2-155 d,K2-155,K2-155,1,3,Transit,2018,0.1937,1.9,4.27,,K7,0.58,0.65,72.7998,K2
987,K2-16 b,K2-16,K2-16,1,3,Transit,2015,0.0667,2.02,4.74,,K3 V,0.66,0.68,334.967,K2
988,K2-16 c,K2-16,K2-16,1,3,Transit,2015,0.1229,2.54,6.99,,K3 V,0.66,0.68,334.967,K2
989,K2-165 b,K2-165,K2-165,1,3,Transit,2018,,1.274,2.17,,,0.8,0.83,134.591,K2
990,K2-165 c,K2-165,K2-165,1,3,Transit,2018,,1.554,3.03,,,0.8,0.83,134.591,K2
991,K2-165 d,K2-165,K2-165,1,3,Transit,2018,,2.648,7.5,,,0.8,0.83,134.591,K2
992,K2-183 b,K2-183,K2-183,1,3,Transit,2018,,1.1,1.37,,,0.87,0.94,329.041,K2
993,K2-183 c,K2-183,K2-183,1,3,Transit,2018,0.0932,2.3,5.9,,,0.87,0.94,329.041,K2
994,K2-183 d,K2-183,K2-183,1,3,Transit,2018,0.1527,2.3,5.9,,,0.87,0.94,329.041,K2
995,K2-19 b,K2-19,K2-19,1,3,Transit,2015,0.074,7.0,32.4,0.2,G9 V,0.82,0.88,289.827,K2
996,K2-19 c,K2-19,K2-19,1,3,Transit,2015,0.0971,4.1,10.8,0.21,G9 V,0.82,0.88,289.827,K2
997,K2-19 d,K2-19,K2-19,1,3,Transit,2016,0.0344,1.11,10.0,0.0,G9 V,0.82,0.88,289.827,K2
998,K2-198 b,K2-198,K2-198,1,3,Transit,2018,,4.189,16.3,,,0.76,0.8,110.567,K2
999,K2-198 c,K2-198,K2-198,1,3,Transit,2019,,1.423,2.61,,,0.76,0.8,110.567,K2
1000,K2-198 d,K2-198,K2-198,1,3,Transit,2019,,2.438,6.52,,,0.76,0.8,110.567,K2
1001,K2-219 b,K2-219,K2-219,1,3,Transit,2018,,1.348,2.38,,,1.19,1.02,325.4,K2
1002,K2-219 c,K2-219,K2-219,1,3,Transit,2018,,1.438,2.66,,,1.19,1.02,325.4,K2
1003,K2-219 d,K2-219,K2-219,1,3,Transit,2018,,2.576,7.16,,,1.19,1.02,325.4,K2
1004,K2-233 b,K2-233,K2-233,1,3,Transit,2018,0.03308,1.343,11.26,0.079,K3,0.71,0.79,67.5062,K2
1005,K2-233 c,K2-233,K2-233,1,3,Transit,2018,0.06666,1.281,12.81,0.2002,K3,0.71,0.79,67.5062,K2
1006,K2-233 d,K2-233,K2-233,1,3,Transit,2018,0.15224,2.358,21.14,0.1999,K3,0.71,0.79,67.5062,K2
1007,K2-239 b,K2-239,K2-239,1,3,Transit,2018,0.0441,1.1,1.37,,M3.0 V,0.36,0.4,31.0849,K2
1008,K2-239 c,K2-239,K2-239,1,3,Transit,2018,0.0576,1.0,0.972,,M3.0 V,0.36,0.4,31.0849,K2
1009,K2-239 d,K2-239,K2-239,1,3,Transit,2018,0.0685,1.1,1.37,,M3.0 V,0.36,0.4,31.0849,K2
1010,K2-3 b,K2-3,K2-3,1,3,Transit,2015,0.074,1.98,6.48,0.0,M0.0&plusmn0.5 V,0.56,0.6,44.0727,K2
1011,K2-3 c,K2-3,K2-3,1,3,Transit,2015,0.1345,1.56,2.14,0.0,M0.0&plusmn0.5 V,0.56,0.6,44.0727,K2
1012,K2-3 d,K2-3,K2-3,1,3,Transit,2015,0.2097,1.53,2.80007,0.0,M0.0&plusmn0.5 V,0.56,0.6,44.0727,K2
1013,K2-352 b,K2-352,K2-352,1,3,Transit,2021,,1.37,2.45,,,0.95,0.98,176.051,K2
1014,K2-352 c,K2-352,K2-352,1,3,Transit,2018,,1.92,4.35,,,0.95,0.98,176.051,K2
1015,K2-352 d,K2-352,K2-352,1,3,Transit,2018,,2.23,5.6,,,0.95,0.98,176.051,K2
1016,K2-368 b,K2-368,K2-368,1,3,Transit,2022,,1.332,2.34,,,0.66,0.75,206.608,K2
1017,K2-368 c,K2-368,K2-368,1,3,Transit,2022,,1.361,2.42,,,0.66,0.75,206.608,K2
1018,K2-368 d,K2-368,K2-368,1,3,Transit,2022,,1.948,4.45,,,0.66,0.75,206.608,K2
1019,K2-37 b,K2-37,K2-37,1,3,Transit,2016,0.0511,1.61,3.22,,G3 V,0.85,0.9,179.943,K2
1020,K2-37 c,K2-37,K2-37,1,3,Transit,2016,0.0654,2.75,8.0,,G3 V,0.85,0.9,179.943,K2
1021,K2-37 d,K2-37,K2-37,1,3,Transit,2016,0.1103,2.73,7.9,,G3 V,0.85,0.9,179.943,K2
1022,K2-381 b,K2-381,K2-381,1,3,Transit,2022,,1.075,1.26,,,0.68,0.75,145.701,K2
1023,K2-381 c,K2-381,K2-381,1,3,Transit,2022,,2.0,4.66,,,0.68,0.75,145.701,K2
1024,K2-381 d,K2-381,K2-381,1,3,Transit,2022,,1.689,3.5,,,0.68,0.75,145.701,K2
1025,K2-58 b,K2-58,K2-58,1,3,Transit,2016,0.0692,2.68,7.65,,,0.86,0.89,181.746,K2
1026,K2-58 c,K2-58,K2-58,1,3,Transit,2016,0.035,1.62,3.26,,,0.86,0.89,181.746,K2
1027,K2-58 d,K2-58,K2-58,1,3,Transit,2016,0.1517,1.71,3.57,,,0.86,0.89,181.746,K2
1028,K2-80 b,K2-80,K2-80,1,3,Transit,2016,0.135,2.01,4.7,,,0.87,0.9,200.802,K2
1029,K2-80 c,K2-80,K2-80,1,3,Transit,2016,0.0596,1.47,2.76,,,0.87,0.9,200.802,K2
1030,K2-80 d,K2-80,K2-80,1,3,Transit,2018,,2.552,7.04,,,0.84,0.91,200.802,K2
1031,KIC 10001893 b,KIC 10001893,KIC 10001893,1,3,Orbital Brightness Modulation,2014,,,,,,0.18,0.47,1672.94,Kepler
1032,KIC 10001893 c,KIC 10001893,KIC 10001893,1,3,Orbital Brightness Modulation,2014,,,,,,0.18,0.47,1672.94,Kepler
1033,KIC 10001893 d,KIC 10001893,KIC 10001893,1,3,Orbital Brightness Modulation,2014,,,,,,0.18,0.47,1672.94,Kepler
1034,KIC 8540376 b,KOI-7892,KOI-7892,1,3,Transit,2015,,4.1,15.8,,,1.26,1.04,1072.3,Kepler
1035,KIC 8540376 c,KOI-7892,KOI-7892,1,3,Transit,2015,,2.4,6.35,,,1.26,1.04,1072.3,Kepler
1036,KOI-142 b,KOI-142,KOI-142,1,3,Transit,2013,0.098,3.438,9.5,0.05561,G6 V,0.9,0.99,376.863,Kepler
1037,KOI-142 c,KOI-142,KOI-142,1,3,Transit,2013,0.15525,14.0,214.1,0.05724,G6 V,0.9,0.99,376.863,Kepler
1038,KOI-1833 d,Kepler-968,Kepler-968,1,3,Transit,2021,0.0634,2.58,11.02,0.0,,0.67,0.68,290.324,Kepler
1039,Kepler-100 b,Kepler-100,Kepler-100,1,3,Transit,2014,0.072,1.32,7.34,0.13,,1.49,1.08,304.645,Kepler
1040,Kepler-100 c,Kepler-100,Kepler-100,1,3,Transit,2014,0.109,2.2,7.05,0.02,,1.49,1.08,304.645,Kepler
1041,Kepler-100 d,Kepler-100,Kepler-100,1,3,Transit,2014,0.2143,1.61,3.0,0.38,,1.49,1.08,304.645,Kepler
1042,Kepler-1073 b,Kepler-1073,Kepler-1073,1,3,Transit,2016,0.0805,2.3,5.9,0.0,,1.0,1.0,809.897,Kepler
1043,Kepler-1073 c,Kepler-1073,Kepler-1073,1,3,Transit,2016,0.0483,1.64,3.33,0.0,,1.0,1.0,809.897,Kepler
1044,Kepler-1073 d,Kepler-1073,Kepler-1073,1,3,Transit,2021,0.0352,1.488,2.82,0.0,,1.12,0.92,809.897,Kepler
1045,Kepler-114 b,Kepler-114,Kepler-114,1,3,Transit,2014,0.053,1.26,6.8,0.0,M0 V,0.67,0.77,259.533,Kepler
1046,Kepler-114 c,Kepler-114,Kepler-114,1,3,Transit,2013,0.06482,1.6,2.8,0.0,M0 V,0.54,0.56,259.533,Kepler
1047,Kepler-114 d,Kepler-114,Kepler-114,1,3,Transit,2013,0.08358,2.53,3.9,0.0,M0 V,0.54,0.56,259.533,Kepler
1048,Kepler-124 b,Kepler-124,Kepler-124,1,3,Transit,2014,0.039,0.73,0.315,0.0,,0.64,0.84,420.046,Kepler
1049,Kepler-124 c,Kepler-124,Kepler-124,1,3,Transit,2014,0.1,1.75,3.71,0.0,,0.64,0.84,420.046,Kepler
1050,Kepler-124 d,Kepler-124,Kepler-124,1,3,Transit,2014,0.17,1.11,1.41,0.0,,0.64,0.84,420.046,Kepler
1051,Kepler-1254 b,Kepler-1254,Kepler-1254,1,3,Transit,2016,0.0833,1.55,3.02,0.0,,0.75,0.78,622.818,Kepler
1052,Kepler-1254 c,Kepler-1254,Kepler-1254,1,3,Transit,2016,0.0422,1.3,2.24,0.0,,0.75,0.78,622.818,Kepler
1053,Kepler-1254 d,Kepler-1254,Kepler-1254,1,3,Transit,2016,0.0575,1.31,2.27,0.0,,0.75,0.78,622.818,Kepler
1054,Kepler-126 b,Kepler-126,Kepler-126,1,3,Transit,2014,0.099,1.52,2.92,0.07,,1.36,1.18,237.401,Kepler
1055,Kepler-126 c,Kepler-126,Kepler-126,1,3,Transit,2014,0.162,1.58,3.12,0.19,,1.36,1.18,237.401,Kepler
1056,Kepler-126 d,Kepler-126,Kepler-126,1,3,Transit,2014,0.448,2.5,6.8,0.02,,1.36,1.18,237.401,Kepler
1057,Kepler-127 b,Kepler-127,Kepler-127,1,3,Transit,2014,0.125,1.4,2.54,0.47,,1.36,1.27,352.794,Kepler
1058,Kepler-127 c,Kepler-127,Kepler-127,1,3,Transit,2014,0.2,2.66,7.56,0.03,,1.36,1.27,352.794,Kepler
1059,Kepler-127 d,Kepler-127,Kepler-127,1,3,Transit,2014,0.28,2.64,7.46,0.03,,1.36,1.27,352.794,Kepler
1060,Kepler-129 b,Kepler-129,Kepler-129,1,3,Transit,2014,0.13,2.4,20.0,0.01,G4 V,1.65,1.18,408.845,Kepler
1061,Kepler-129 c,Kepler-129,Kepler-129,1,3,Transit,2014,0.39,2.52,43.0,0.2,G4 V,1.65,1.18,408.845,Kepler
1062,Kepler-129 d,Kepler-129,Kepler-129,1,3,Radial Velocity,2021,4.0,12.6,2637.97578,0.15,G4 V,1.65,1.18,408.845,W. M. Keck Observatory
1063,Kepler-1311 b,Kepler-1311,Kepler-1311,1,3,Transit,2016,0.0989,1.24,2.07,0.0,,1.4,1.05,866.331,Kepler
1064,Kepler-1311 c,Kepler-1311,Kepler-1311,1,3,Transit,2016,0.0368,1.22,1.98,0.0,,1.4,1.05,866.331,Kepler
1065,Kepler-1311 d,Kepler-1311,Kepler-1311,1,3,Transit,2021,0.6711,9.658,67.5,0.0,,1.67,1.03,866.331,Kepler
1066,Kepler-1321 b,Kepler-1321,Kepler-1321,1,3,Transit,2016,0.0781,4.92,21.5,0.0,,0.53,0.54,769.146,Kepler
1067,Kepler-1321 c,Kepler-1321,Kepler-1321,1,3,Transit,2016,0.0267,2.4,6.35,0.0,,0.53,0.54,769.146,Kepler
1068,Kepler-1321 d,Kepler-1321,Kepler-1321,1,3,Transit,2021,0.0501,2.628,7.41,0.0,,0.5,0.51,769.146,Kepler
1069,Kepler-142 b,Kepler-142,Kepler-142,1,3,Transit,2014,0.032,1.99,4.62,0.0,,1.27,0.99,548.686,Kepler
1070,Kepler-142 c,Kepler-142,Kepler-142,1,3,Transit,2014,0.057,2.86,8.55,0.0,,1.27,0.99,548.686,Kepler
1071,Kepler-142 d,Kepler-142,Kepler-142,1,3,Transit,2014,0.242,2.16,5.31,0.0,,1.27,0.99,548.686,Kepler
1072,Kepler-1468 b,Kepler-1468,Kepler-1468,1,3,Transit,2016,0.0817,1.73,3.64,0.0,,1.05,1.04,1899.24,Kepler
1073,Kepler-1468 c,Kepler-1468,Kepler-1468,1,3,Transit,2016,0.0466,1.15,1.6,0.0,,1.05,1.04,1899.24,Kepler
1074,Kepler-1468 d,Kepler-1468,Kepler-1468,1,3,Transit,2021,0.1456,3.332,11.1,0.0,,1.5,1.07,1899.24,Kepler
1075,Kepler-148 b,Kepler-148,Kepler-148,1,3,Transit,2014,0.028,1.8,3.89,0.0,,0.85,0.86,791.163,Kepler
1076,Kepler-148 c,Kepler-148,Kepler-148,1,3,Transit,2014,0.05,3.6,12.6,0.0,,0.85,0.86,791.163,Kepler
1077,Kepler-148 d,Kepler-148,Kepler-148,1,3,Transit,2016,0.2607,8.68,56.3,0.0,,0.81,0.86,791.163,Kepler
1078,Kepler-149 b,Kepler-149,Kepler-149,1,3,Transit,2014,0.184,4.21,16.5,0.0,,0.95,0.92,571.034,Kepler
1079,Kepler-149 c,Kepler-149,Kepler-149,1,3,Transit,2014,0.281,1.61,3.22,0.0,,0.95,0.92,571.034,Kepler
1080,Kepler-149 d,Kepler-149,Kepler-149,1,3,Transit,2014,0.571,3.96,14.9,0.0,,0.95,0.92,571.034,Kepler
1081,Kepler-1530 b,Kepler-1530,Kepler-1530,1,3,Transit,2016,0.0371,1.64,3.33,0.0,,0.88,0.92,489.876,Kepler
1082,Kepler-1530 c,Kepler-1530,Kepler-1530,1,3,Transit,2016,0.06,1.65,3.36,0.0,,0.88,0.92,489.876,Kepler
1083,Kepler-1530 d,Kepler-1530,Kepler-1530,1,3,Transit,2021,0.0865,3.279,10.8,0.0,,1.3,1.02,489.876,Kepler
1084,Kepler-157 b,Kepler-157,Kepler-157,1,3,Transit,2014,0.028,1.32,2.3,0.0,,1.04,1.02,773.713,Kepler
1085,Kepler-157 c,Kepler-157,Kepler-157,1,3,Transit,2014,0.11,2.24,5.65,0.0,,1.04,1.02,773.713,Kepler
1086,Kepler-157 d,Kepler-157,Kepler-157,1,3,Transit,2016,0.0698,1.46,2.73,0.0,,1.03,1.02,773.713,Kepler
1087,Kepler-160 b,Kepler-160,Kepler-160,1,3,Transit,2014,0.05511,1.715,3.59,0.0,,1.12,0.97,937.013,Kepler
1088,Kepler-160 c,Kepler-160,Kepler-160,1,3,Transit,2014,0.1192,3.76,13.6,0.0,,1.12,0.97,937.013,Kepler
1089,Kepler-160 d,Kepler-160,Kepler-160,1,3,Transit Timing Variations,2020,0.17,,100.0,,,1.12,0.97,937.013,Kepler
1090,Kepler-164 b,Kepler-164,Kepler-164,1,3,Transit,2014,0.058,1.41,2.57,0.0,,1.15,1.09,890.758,Kepler
1091,Kepler-164 c,Kepler-164,Kepler-164,1,3,Transit,2014,0.097,2.73,7.9,0.0,,1.15,1.09,890.758,Kepler
1092,Kepler-164 d,Kepler-164,Kepler-164,1,3,Transit,2014,0.187,2.45,6.57,0.0,,1.15,1.09,890.758,Kepler
1093,Kepler-166 b,Kepler-166,Kepler-166,1,3,Transit,2014,0.072,2.27,5.77,0.0,,0.74,0.88,603.53,Kepler
1094,Kepler-166 c,Kepler-166,Kepler-166,1,3,Transit,2014,0.195,2.38,6.26,0.0,,0.74,0.88,603.53,Kepler
1095,Kepler-166 d,Kepler-166,Kepler-166,1,3,Transit,2016,0.0246,1.73,3.64,0.0,,0.83,0.88,603.53,Kepler
1096,Kepler-171 b,Kepler-171,Kepler-171,1,3,Transit,2014,0.05,2.34,6.08,0.0,,0.84,0.91,863.855,Kepler
1097,Kepler-171 c,Kepler-171,Kepler-171,1,3,Transit,2014,0.098,2.56,7.08,0.0,,0.84,0.91,863.855,Kepler
1098,Kepler-171 d,Kepler-171,Kepler-171,1,3,Transit,2014,0.223,1.89,4.23,0.0,,0.84,0.91,863.855,Kepler
1099,Kepler-174 b,Kepler-174,Kepler-174,1,3,Transit,2014,0.1,1.96,4.5,0.0,,0.62,0.6,384.757,Kepler
1100,Kepler-174 c,Kepler-174,Kepler-174,1,3,Transit,2014,0.214,1.49,2.83,0.0,,0.62,0.6,384.757,Kepler
1101,Kepler-174 d,Kepler-174,Kepler-174,1,3,Transit,2014,0.677,2.19,5.43,0.0,,0.62,0.6,384.757,Kepler
1102,Kepler-178 b,Kepler-178,Kepler-178,1,3,Transit,2014,0.085,2.9,8.75,0.0,,1.07,0.94,716.025,Kepler
1103,Kepler-178 c,Kepler-178,Kepler-178,1,3,Transit,2014,0.142,2.88,8.65,0.0,,1.07,0.94,716.025,Kepler
1104,Kepler-178 d,Kepler-178,Kepler-178,1,3,Transit,2014,0.397,3.95,14.8,0.0,,1.07,0.94,716.025,Kepler
1105,Kepler-18 b,Kepler-18,Kepler-18,1,3,Transit,2011,0.0447,2.0,6.9,0.0,,1.11,0.97,433.047,Kepler
1106,Kepler-18 c,Kepler-18,Kepler-18,1,3,Transit,2011,0.0752,5.49,17.3,0.0,,1.11,0.97,433.047,Kepler
1107,Kepler-18 d,Kepler-18,Kepler-18,1,3,Transit,2011,0.1172,6.98,16.4,0.0,,1.11,0.97,433.047,Kepler
1108,Kepler-184 b,Kepler-184,Kepler-184,1,3,Transit,2014,0.092,2.36,6.17,0.0,,0.87,0.97,610.326,Kepler
1109,Kepler-184 c,Kepler-184,Kepler-184,1,3,Transit,2014,0.141,1.97,8.8,0.0,,0.87,0.97,610.326,Kepler
1110,Kepler-184 d,Kepler-184,Kepler-184,1,3,Transit,2014,0.179,2.49,6.76,0.0,,0.87,0.97,610.326,Kepler
1111,Kepler-19 b,Kepler-19,Kepler-19,1,3,Transit,2011,0.0835,2.209,8.4,0.12,,0.86,0.94,218.562,Kepler
1112,Kepler-19 c,Kepler-19,Kepler-19,1,3,Transit Timing Variations,2011,,3.68,13.1,0.21,,0.86,0.94,218.562,Kepler
1113,Kepler-19 d,Kepler-19,Kepler-19,1,3,Radial Velocity,2017,,5.06,22.5,0.05,,0.86,0.94,218.562,Roque de los Muchachos Observatory
1114,Kepler-191 b,Kepler-191,Kepler-191,1,3,Transit,2014,0.087,1.34,2.36,0.0,,0.79,0.81,594.464,Kepler
1115,Kepler-191 c,Kepler-191,Kepler-191,1,3,Transit,2014,0.128,1.86,4.12,0.0,,0.79,0.81,594.464,Kepler
1116,Kepler-191 d,Kepler-191,Kepler-191,1,3,Transit,2016,0.0599,2.28,5.82,0.0,,0.8,0.84,594.464,Kepler
1117,Kepler-192 b,Kepler-192,Kepler-192,1,3,Transit,2014,0.09,2.74,7.95,0.0,,1.01,0.94,651.674,Kepler
1118,Kepler-192 c,Kepler-192,Kepler-192,1,3,Transit,2014,0.15,2.79,8.2,0.0,,1.01,0.94,651.674,Kepler
1119,Kepler-192 d,Kepler-192,Kepler-192,1,3,Transit,2016,0.0668,1.02,1.04,0.0,,0.94,0.94,651.674,Kepler
1120,Kepler-194 b,Kepler-194,Kepler-194,1,3,Transit,2014,0.032,1.51,2.89,0.0,,1.02,1.09,1097.97,Kepler
1121,Kepler-194 c,Kepler-194,Kepler-194,1,3,Transit,2014,0.131,2.59,7.22,0.0,,1.02,1.09,1097.97,Kepler
1122,Kepler-194 d,Kepler-194,Kepler-194,1,3,Transit,2014,0.275,2.4,6.35,0.0,,1.02,1.09,1097.97,Kepler
1123,Kepler-196 b,Kepler-196,Kepler-196,1,3,Transit,2014,0.138,1.9,4.27,0.0,,0.78,0.85,451.312,Kepler
1124,Kepler-196 c,Kepler-196,Kepler-196,1,3,Transit,2014,0.24,2.24,5.65,0.0,,0.78,0.85,451.312,Kepler
1125,Kepler-196 d,Kepler-196,Kepler-196,1,3,Transit,2021,0.4484,2.661,7.56,0.0,,0.77,0.81,451.312,Kepler
1126,Kepler-198 b,Kepler-198,Kepler-198,1,3,Transit,2014,0.131,2.82,8.35,0.0,,0.94,0.97,495.358,Kepler
1127,Kepler-198 c,Kepler-198,Kepler-198,1,3,Transit,2014,0.259,2.47,6.66,0.0,,0.94,0.97,495.358,Kepler
1128,Kepler-198 d,Kepler-198,Kepler-198,1,3,Transit,2016,0.0229,1.53,2.96,0.0,,0.93,0.97,495.358,Kepler
1129,Kepler-203 b,Kepler-203,Kepler-203,1,3,Transit,2014,0.043,2.57,7.13,0.0,,1.11,1.0,703.302,Kepler
1130,Kepler-203 c,Kepler-203,Kepler-203,1,3,Transit,2014,0.061,2.47,749.9,0.0,,1.11,1.0,703.302,Kepler
1131,Kepler-203 d,Kepler-203,Kepler-203,1,3,Transit,2014,0.1,1.44,33.9,0.0,,1.11,1.0,703.302,Kepler
1132,Kepler-206 b,Kepler-206,Kepler-206,1,3,Transit,2014,0.078,1.2,1.87,0.0,,1.19,1.05,594.447,Kepler
1133,Kepler-206 c,Kepler-206,Kepler-206,1,3,Transit,2014,0.111,1.77,3.78,0.0,,1.19,1.05,594.447,Kepler
1134,Kepler-206 d,Kepler-206,Kepler-206,1,3,Transit,2014,0.163,1.19,1.81,0.0,,1.19,1.05,594.447,Kepler
1135,Kepler-207 b,Kepler-207,Kepler-207,1,3,Transit,2014,0.029,1.57,3.09,0.0,,1.59,1.04,875.519,Kepler
1136,Kepler-207 c,Kepler-207,Kepler-207,1,3,Transit,2014,0.044,1.5,2.86,0.0,,1.59,1.04,875.519,Kepler
1137,Kepler-207 d,Kepler-207,Kepler-207,1,3,Transit,2014,0.068,3.31,11.0,0.0,,1.59,1.04,875.519,Kepler
1138,Kepler-217 b,Kepler-217,Kepler-217,1,3,Transit,2014,0.065,2.23,5.6,0.0,,1.8,1.14,1104.64,Kepler
1139,Kepler-217 c,Kepler-217,Kepler-217,1,3,Transit,2014,0.089,1.85,4.08,0.0,,1.8,1.14,1104.64,Kepler
1140,Kepler-217 d,Kepler-217,Kepler-217,1,3,Transit,2016,0.0505,1.32,2.3,0.0,,1.76,1.37,1104.64,Kepler
1141,Kepler-218 b,Kepler-218,Kepler-218,1,3,Transit,2014,0.046,1.48,2.79,0.0,,1.06,1.02,656.38,Kepler
1142,Kepler-218 c,Kepler-218,Kepler-218,1,3,Transit,2014,0.248,3.14,10.0,0.0,,1.06,1.02,656.38,Kepler
1143,Kepler-218 d,Kepler-218,Kepler-218,1,3,Transit,2016,0.4865,2.66,7.56,0.0,,1.02,1.01,656.38,Kepler
1144,Kepler-219 b,Kepler-219,Kepler-219,1,3,Transit,2014,0.057,2.95,9.01,0.0,,1.49,1.17,787.07,Kepler
1145,Kepler-219 c,Kepler-219,Kepler-219,1,3,Transit,2014,0.165,3.58,12.5,0.0,,1.49,1.17,787.07,Kepler
1146,Kepler-219 d,Kepler-219,Kepler-219,1,3,Transit,2014,0.272,2.81,19.1,0.0,,1.49,1.17,787.07,Kepler
1147,Kepler-222 b,Kepler-222,Kepler-222,1,3,Transit,2014,0.048,3.16,10.1,0.0,,0.87,0.88,758.854,Kepler
1148,Kepler-222 c,Kepler-222,Kepler-222,1,3,Transit,2014,0.091,4.64,19.4,0.0,,0.87,0.88,758.854,Kepler
1149,Kepler-222 d,Kepler-222,Kepler-222,1,3,Transit,2014,0.18,3.69,13.2,0.0,,0.87,0.88,758.854,Kepler
1150,Kepler-226 b,Kepler-226,Kepler-226,1,3,Transit,2014,0.047,1.55,24.0,0.0,,0.8,0.91,980.138,Kepler
1151,Kepler-226 c,Kepler-226,Kepler-226,1,3,Transit,2014,0.058,2.27,45.2,0.0,,0.8,0.91,980.138,Kepler
1152,Kepler-226 d,Kepler-226,Kepler-226,1,3,Transit,2014,0.076,1.22,1.98,0.0,,0.8,0.91,980.138,Kepler
1153,Kepler-228 b,Kepler-228,Kepler-228,1,3,Transit,2014,0.038,1.53,2.96,0.0,,1.01,0.95,1644.61,Kepler
1154,Kepler-228 c,Kepler-228,Kepler-228,1,3,Transit,2014,0.052,2.7,7.75,0.0,,1.01,0.95,1644.61,Kepler
1155,Kepler-228 d,Kepler-228,Kepler-228,1,3,Transit,2014,0.101,4.04,15.4,0.0,,1.01,0.95,1644.61,Kepler
1156,Kepler-229 b,Kepler-229,Kepler-229,1,3,Transit,2014,0.062,2.2,5.48,0.0,,0.73,0.8,826.265,Kepler
1157,Kepler-229 c,Kepler-229,Kepler-229,1,3,Transit,2014,0.117,4.92,21.5,0.0,,0.73,0.8,826.265,Kepler
1158,Kepler-229 d,Kepler-229,Kepler-229,1,3,Transit,2014,0.22,3.85,14.2,0.0,,0.73,0.8,826.265,Kepler
1159,Kepler-23 b,Kepler-23,Kepler-23,1,3,Transit,2011,0.075,1.9,254.3,0.06,,1.52,1.11,835.756,Kepler
1160,Kepler-23 c,Kepler-23,Kepler-23,1,3,Transit,2011,0.099,3.2,858.1,0.02,,1.52,1.11,835.756,Kepler
1161,Kepler-23 d,Kepler-23,Kepler-23,1,3,Transit,2014,0.124,2.2,17.6,0.08,,1.55,1.1,835.756,Kepler
1162,Kepler-244 b,Kepler-244,Kepler-244,1,3,Transit,2014,0.05,2.76,8.05,0.0,,0.8,0.96,1036.49,Kepler
1163,Kepler-244 c,Kepler-244,Kepler-244,1,3,Transit,2014,0.087,2.05,4.86,0.0,,0.8,0.96,1036.49,Kepler
1164,Kepler-244 d,Kepler-244,Kepler-244,1,3,Transit,2014,0.14,2.31,15.2,0.0,,0.8,0.96,1036.49,Kepler
1165,Kepler-247 b,Kepler-247,Kepler-247,1,3,Transit,2014,0.042,1.64,3.33,0.0,,0.77,0.84,663.711,Kepler
1166,Kepler-247 c,Kepler-247,Kepler-247,1,3,Transit,2014,0.084,4.09,15.7,0.0,,0.77,0.84,663.711,Kepler
1167,Kepler-247 d,Kepler-247,Kepler-247,1,3,Transit,2014,0.14,3.94,14.7,0.0,,0.77,0.84,663.711,Kepler
1168,Kepler-249 b,Kepler-249,Kepler-249,1,3,Transit,2014,0.035,1.09,1.32,0.0,M2 V,0.48,0.51,190.401,Kepler
1169,Kepler-249 c,Kepler-249,Kepler-249,1,3,Transit,2014,0.058,1.51,2.89,0.0,M2 V,0.48,0.51,190.401,Kepler
1170,Kepler-249 d,Kepler-249,Kepler-249,1,3,Transit,2014,0.097,1.57,3.09,0.0,M2 V,0.48,0.51,190.401,Kepler
1171,Kepler-250 b,Kepler-250,Kepler-250,1,3,Transit,2014,0.048,1.13,1.51,0.0,,0.81,0.83,760.585,Kepler
1172,Kepler-250 c,Kepler-250,Kepler-250,1,3,Transit,2014,0.069,2.28,5.82,0.0,,0.81,0.83,760.585,Kepler
1173,Kepler-250 d,Kepler-250,Kepler-250,1,3,Transit,2014,0.127,2.18,5.39,0.0,,0.81,0.83,760.585,Kepler
1174,Kepler-253 b,Kepler-253,Kepler-253,1,3,Transit,2014,0.046,1.63,3.29,0.0,,0.79,0.85,838.595,Kepler
1175,Kepler-253 c,Kepler-253,Kepler-253,1,3,Transit,2014,0.089,2.65,7.51,0.0,,0.79,0.85,838.595,Kepler
1176,Kepler-253 d,Kepler-253,Kepler-253,1,3,Transit,2014,0.13,3.17,10.2,0.0,,0.79,0.85,838.595,Kepler
1177,Kepler-254 b,Kepler-254,Kepler-254,1,3,Transit,2014,0.064,3.87,14.3,0.0,,0.91,0.93,1389.48,Kepler
1178,Kepler-254 c,Kepler-254,Kepler-254,1,3,Transit,2014,0.105,2.15,3.2,0.0,,0.91,0.93,1389.48,Kepler
1179,Kepler-254 d,Kepler-254,Kepler-254,1,3,Transit,2014,0.139,2.5,6.8,0.0,,0.91,0.93,1389.48,Kepler
1180,Kepler-255 b,Kepler-255,Kepler-255,1,3,Transit,2014,0.063,1.55,3.02,0.0,,0.93,0.87,1052.53,Kepler
1181,Kepler-255 c,Kepler-255,Kepler-255,1,3,Transit,2014,0.092,2.99,9.22,0.0,,0.93,0.87,1052.53,Kepler
1182,Kepler-255 d,Kepler-255,Kepler-255,1,3,Transit,2016,0.0192,1.32,2.3,0.0,,0.86,0.9,1052.53,Kepler
1183,Kepler-257 b,Kepler-257,Kepler-257,1,3,Transit,2014,0.034,2.61,7.32,0.0,,1.04,0.85,780.256,Kepler
1184,Kepler-257 c,Kepler-257,Kepler-257,1,3,Transit,2014,0.066,5.41,25.2,0.0,,1.04,0.85,780.256,Kepler
